eigenmode
6.212000992718387
15.768235026789261
28.319679013316268
32.71662534028292
43.693605008994915
52.82538871488214
61.76807946506405
75.99859394415107
80.33005797978697
81.0233542255693
84.08255923974346
102.05498932675162
105.80798328146193
110.92619484757452
131.40076521684512
131.92504535255472
144.20410491908345
148.8179175532453
160.8165779709343
166.32780197821052
181.43523894038773
186.95924466509234
194.38370370872218
197.46238731231568
221.83717466008272
225.78050473249726
233.7838334033204
235.33039624424222
240.88744406271553
258.90082388212466
269.1569003602286
275.93625777873206
281.52854470815925
290.21819331543793
298.9476012556908
308.10532780662004
319.62625623216803
333.02165293915414
339.8810000164193
344.5160825936878
345.56558482990715
357.62671851428394
365.8753202136709
367.73384007048446
376.5074871749371
383.65901995812504
392.4102869021684
403.6344398276739
404.21214410110156
409.17518641443564
